smiles,logp,sas
O=c1nc(-c2ccccc2)[nH]c(-c2ccccc2)n1,2.498900000000001,1.9489247677003423
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,3.876700000000003,3.451200139138235
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,4.766160000000004,2.3560466207920268
CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,5.531800000000006,3.351643237545084
CCOC(=O)C1C(C=C(C)C)C1(C)C,2.7879000000000014,3.1872523229962866
NC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,1.9459999999999997,1.5974346018645296
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,4.410500000000004,2.544331956270147
COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2c(c1N)C(=O)c1ccccc1C2=O,3.162020000000001,2.2731481754629357
Cc1ccc(Nc2cc(C(=O)O)c(Nc3ccc(C)cc3)cc2C(=O)O)cc1,5.187040000000003,2.0018169271005792
COc1cc(NC(=O)c2cc3ccccc3cc2O)c(OC)cc1Cl,4.468300000000003,1.938735412000817
C=C(C)C(=O)OCC(CC)CCCC,3.3221000000000016,2.7459283551561953
CCCCC(CC)CCl,3.441600000000002,2.8322637704526077
NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1,1.6199999999999999,1.5258480726972294
C.CCCCCCCCCCCCO,4.535700000000005,1.8161344318459829
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,2.3712000000000004,3.556960789044359
C=CC(=O)OCCCCCCCCCCOC(=O)C=C,3.5656000000000025,2.261167141035221
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,4.205100000000003,4.322292682993035
CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O,4.813200000000005,4.337792126981161
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,4.767400000000005,2.349159938483913
O=C(Cl)OCCOCCOC(=O)Cl,1.7538,2.707765464294539
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.5575999999999999,4.415202190845788
OCc1cccc(Oc2ccccc2)c1,2.9712000000000005,1.4464824195032158
O=C1CCCCCCCCCCCN1,3.0172000000000008,2.3351956641161884
COC(=O)/C=C/c1ccccc1,1.8728,1.6040705206838552
CSc1cc(SC)c(N)c(C)c1N,2.6032200000000003,3.158847442316519
C/C=C/c1ccc(OC)c(OC)c1,2.736900000000001,1.7446782115472885
Cc1ccc2cccc(O)c2n1,2.2488200000000007,1.8505646383309138
C=CC(=O)OCCCOCC(C)(C)COCCCOC(=O)C=C,2.2844000000000007,2.84824306967713
CCCCCOC=O,1.3496,2.29879714150373
COC(=O)c1cccc(C(=O)OC)c1,1.2597999999999998,1.4549793711172399
C=Cc1ccccc1,2.3296,1.5527732132580638
C=C(C)C(=O)OCCCCCC,2.686000000000001,1.953631946023222
Clc1cc(Cl)c(Cl)nc1Cl,3.6952,2.360290668450663
Nc1nc(-c2ccc3ccccc3c2)cs1,3.5455000000000014,1.839815578457987
CCCCCC(CO)Cc1ccccc1,3.417900000000002,2.1668991593118268
CCCCCCCCCC=O,3.3260000000000023,1.9008087730217937
CC(=O)OC/C=C(\C)CCC=C(C)C,3.242200000000002,2.5476323528439053
C=CC(C)CC/C=C(\C)CCC=O,3.5141000000000027,3.513680842906207
COC(=O)C(F)(F)F,0.7216999999999999,2.307553674444474
C=C(C)C(=O)OCCOc1ccccc1,2.1847000000000003,1.7484902616610594
CCOc1cc(C=O)ccc1O,1.6034,1.8870870159532913
CC(=O)CCc1ccccc1,2.2081999999999997,1.3633144802178236
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,2.2748,1.9346798490688375
CC(=O)OC/C=C/c1ccccc1,2.2629,1.854665113834189
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,3.7177000000000024,2.4259982984955144
CCC(C)CCCC(C)(C)O,2.9737000000000022,2.7566490116121933
O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+],-4.6648000000000005,5.080311322681046
Nc1cc(S(=O)(=O)O)ccc1O,0.22109999999999996,2.1154705936659024
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.7815999999999999,4.3505523533593315
CCCCCCCC/C=C/CCCCCCCC(=O)O.NCCO,5.045900000000004,2.2339460907033057
CF,0.5857,3.669121765103238
CC1=CCC(CCC(C)CO)C1(C)C,3.387400000000002,3.725958248152211
CCCCCCCCCCCC(=O)N(C)C,3.9955000000000034,1.7718554683553247
CC(C)(C)C1CCC(O)CC1,2.5836000000000006,2.2039663840425874
CCCCCCCCCCCCCCN(C)C,5.249100000000005,1.6559132521031685
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CC(O)C2(O)C(=O)CO,0.5283999999999995,4.615777023379932
CCCCl,1.6352,2.3675999695449033
O=[N+]([O-])c1cccc(Cl)c1,2.2482000000000006,1.6317103923165384
CC(=O)c1ccc2ccccc2c1,3.0424000000000015,1.3820210389901142
CC(Cl)CCl,1.8525,3.233882502158771
CCNc1ccccc1,2.1184,1.3196333326693441
CC(C)CCOCCC(C)C,3.095200000000002,1.9545541824510764
Cc1ccc(Cl)c(Cl)c1,3.301820000000001,1.359804930302479
COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,2.0868,1.8952534347557766
CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,3.609600000000002,2.7369936131239623
c1ccc(OCCOc2ccccc2)cc1,3.144400000000002,1.2186314222530896
CC(C)COP(=O)(OCC(C)C)OCC(C)C,4.112300000000004,2.6761449905130945
COC(=O)c1ccccc1C,1.78162,1.3237603362972301
C=C(C)C,1.5824,2.3490230464679804
C=C[C@@H](COC(C)=O)OC(C)=O,0.6672,3.1292426472155324
Nc1cccc(O)c1,0.9743999999999999,1.8039293093358992
CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,5.998200000000005,3.063175690826471
CCCCCCCC/C=C/CCCCCCCC(=O)NCCCN(C)C,6.091800000000006,2.2194779302121006
Cc1c(Cl)cccc1Cl,3.301820000000001,1.5323741610717114
O=C1CCCCCCCCCCC1,3.8602000000000034,2.110832503205911
C#CC(C)(O)CCC=C(C)C,2.117,3.651763297326479
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],1.60142,1.6787628269319015
COc1ccc(S(=O)(=O)O)cc1N,0.5241,1.900403098425116
O=C(c1ccccc1)c1ccc(O)c(O)c1,2.3288,1.6197700138098696
CC(=O)[O-].CCN(CCO)c1ccc(N=Nc2sc3cc(OC)ccc3[n+]2C)cc1,2.7246000000000015,3.0925168094736506
CCCC1C[C@@](C)(OC(C)=O)CCO1.CCCC1C[C@](C)(OC(C)=O)CCO1,4.574600000000005,4.299838481840471
CCCCC(CC)CN,2.1615,2.6477406935295313
Cc1ccc(N)cc1Cl,2.23062,1.6367856995332488
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,1.9879999999999998,2.6126356648790647
CCCC(CCC)C(=O)O,2.2874,2.0289841595749216
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,4.157700000000002,1.87542460870368
Cc1ccc(Cl)cc1Cl,3.301820000000001,1.3456530072255557
COC1OC(COS(=O)(=O)c2ccc(C)cc2)C2OC(C)(C)OC12,1.59172,3.614636726077652
COc1ccccc1C,2.0036199999999997,1.1430120072255576
O=C(O)Cc1ccc(Cl)cc1Cl,2.6205000000000007,1.6655540614078372
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.ClCC1CO1,4.0477000000000025,2.740544120413807
N#Cc1ccc(Cl)cc1,2.2116799999999994,1.5046624687640193
O=[N+]([O-])c1ccc(Cl)cc1,2.2481999999999998,1.4290744948806413
CC(C)c1ccc(C=O)cc1,2.6225000000000014,1.6783511055279998
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,2.0052,2.3468781456780015
CCC(=O)c1cccc(Cl)c1,2.9327000000000014,1.568523413220305
c1ccc(OCC2CO2)cc1,1.4641999999999997,2.0369500418319735
O=C(O)CCCCCCCC(=O)O,1.8863,1.6408085412176163
O=C1CCCCCCCCCCOCCCCO1,3.850900000000003,2.572723141323465
C=O.ClCC1CO1.Oc1ccccc1,1.8312999999999997,2.6874567335345745
CC(C)CCCC(C)CC=O,3.0378000000000016,2.872280595545501
S=C(Nc1ccccc1)Nc1ccccc1,3.4955000000000016,1.3367582953155974
C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CCC2=O)CC(=O)CC4,3.841400000000003,4.004798959289892
CCCBr,1.7913000000000001,2.5643692003141343
COc1ccc(Cl)cc1,2.3486000000000002,1.0490464687640184
CCCCCC/C=C/C1CC(=O)OC1=O,2.6027000000000005,3.2276306952177816
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,2.6367000000000016,4.8607799133659455
O=S(=O)([O-])c1cccc(N=Nc2ccc(Nc3ccccc3)cc2)c1.[Na+],1.7537000000000005,2.6371194789262535
CNC(=O)N(c1ccccc1)c1ccccc1,3.1641000000000012,1.8196951532691266
Nc1ccccc1-c1ccccc1,2.9358000000000013,1.3424871184298794
O=P(OCCCl)(OCCCl)OCC(CCl)(CCl)COP(=O)(OCCCl)OCCCl,5.721400000000005,3.7753898021495047
O=C(O)C1CCC(C(=O)O)CC1,0.9620000000000002,1.8995713691001441
CCc1cccc2c(CCO)c[nH]c12,2.2650999999999994,2.1522325087690604
C=CC(C)(CCC=C(C)C)OC(C)OCC,4.0766000000000036,3.8861185643008316
O=C(c1ccccc1)c1ccccc1,2.917600000000001,1.1539286157108997
CCCC(=O)OC(C)C1CCCCC1,3.2985000000000024,2.604126851877769
CCC1(CC=C2CCCc3cc(OC)ccc32)C(=O)CCC1O,3.925200000000003,3.6792101493312366
CCC(C)c1ccccc1,3.2001000000000017,1.7700938661663024
CC(=O)OC(C)(C)C1CC=C(C)CC1,3.0745000000000013,3.210758708586548
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,4.3963000000000045,3.452406491322635
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,2.785400000000001,2.312584656761146
Nc1ccc(C(F)(F)F)cc1,2.2876000000000003,1.686373280594312
CC[N+](CC)(CC)Cc1ccccc1.[Cl-],0.06710000000000149,2.5234504264962236
O=C([O-])CCCCCCCCC(=O)[O-].[Na+].[Na+],-6.384999999999998,3.494222895839047
C=C(C)C(=O)OCCOCCOCCCC,1.9389999999999998,2.2212890347888923
Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,4.5085000000000015,2.2099911860127897
CC(=O)c1cccc2ccccc12,3.0424000000000015,1.4305836169526938
CC(C)c1ccc(N)cc1,2.3922000000000008,1.5276950077011549
COc1ccc(N)cc1,1.2773999999999999,1.308628622610172
CCCCCO,1.1689,1.5664517021323139
COc1ccc([N+](=O)[O-])cc1N,1.1856,1.8151833883309134
C=CCOC(=O)C(=C)C,1.2917,2.4985738266235504
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,4.3126,3.0587781033451105
CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,3.4795000000000025,2.227334202591898
C=C(C)C(=O)O.CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.ClCC1CO1,4.694800000000003,2.949923892715846
CC(C)CCOCCc1ccccc1,3.291800000000002,1.6064205856921383
O=Cc1c(O)ccc2ccccc12,2.3579,1.8841985857676615
Nc1nc(N)c(N=O)c(N)n1,-0.3789000000000002,3.023887869453728
Cl/C=C\CCl,1.9777,3.8920638852469436
COCc1ccc(O)c(OC)c1,1.5472,1.6797051977714723
CCCCCC1COCCC1OC(C)=O,2.5349000000000004,3.166444965998174
CC1=CC[C@H]2C[C@@H]1C2(C)C,2.9987000000000013,4.272897456668424
Nc1ccc(N=Nc2ccccc2)c(N)c1,3.2664,2.273960515482111
COc1ccc(O)c(C(C)(C)C)c1,2.6983000000000006,1.8166705192395955
C1CC(N2CCOCC2)CCN1,0.07059999999999977,2.2732069460232225
CCO[Si](CC(C)C)(OCC)OCC,2.690800000000001,2.885568319579873
O=Cc1cc(O)c(O)c([N+](=O)[O-])c1,0.8184999999999998,2.410735677610637
CCOC(=O)C(C)(C)c1ccccc1,2.5273000000000003,1.7552769419674412
Cc1ccc(N)c([N+](=O)[O-])c1,1.48542,1.8718639967746835
S=C=S,1.0181,4.455003192481137
COC(=O)c1ccccc1,1.4732,1.091689696345842
CCCCCCCC(OC)OC,2.9658000000000015,2.1181667362330128
C1CNCCNCCNCCN1,-1.6415999999999973,2.7678811996318498
C=CCCCCCCCCC=O,3.4921000000000024,2.2601501586929054
CC(C)Cc1ccc(C(C)C(=O)O)cc1,3.073200000000001,2.1917554204925054
[Na+].[O-][Cl+3]([O-])([O-])[O-],-7.752000000000001,5.776307932044192
CCNc1nc(NC(C)C)nc(SC)n1,1.8455999999999997,2.594286589723241
COc1cccc(C(C)=O)c1,1.8978,1.3203911055279995
c1ccc2[nH]cnc2c1,1.5629,1.9121459559435046
O=c1[nH]c(=O)[nH]c(=O)[nH]1,-2.2485000000000004,2.6742089825403674
O=c1[nH]c2ccccc2n1CCCCl,1.9585,2.0937948164613687
Clc1ccccn1,1.7349999999999997,1.7223143557548486
Oc1cc(Cl)ccc1Cl,2.699,1.7432799303024815
C[Si](C)(C)O[Si](C)(C)C,2.6728000000000005,2.9630001913315773
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,7.626400000000009,3.077699606265659
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,4.5941000000000045,4.65164650117858
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,2.7407000000000012,2.9916644853229126
O=C(c1ccc(F)cc1)c1ccc(F)cc1,3.195800000000001,1.3676315522714084
C=C(F)C(F)(F)F,2.0319000000000003,2.9579497403702337
Cc1cc(O)ccc1C(C)C,2.824020000000001,1.803058161230915
COC1CC(C)CCC1C(C)C,3.093600000000002,3.2566813570927087
CC1=CCC2C(C1)C2(C)C,2.9987000000000013,3.6879090526976093
O=C1CC/C=C\CCCCCCCCCC1,4.806500000000004,2.6550273236817663
Cc1ccccc1Oc1ccccc1C,4.095740000000003,1.4143867860668866
CC(C)c1cccc2ccccc12,3.9632000000000023,1.466905446474522
O=c1ccc2ccccc2o1,1.793,1.6719282209126138
CCC(Cc1ccc(C)cc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C,3.9674200000000033,2.7987106155820207
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],2.8557000000000006,1.550978432754075
Nc1nc(N)nc(N)n1.O=c1[nH]c(=O)[nH]c(=O)[nH]1,-3.630300000000001,2.6801735789807157
O=[N+]([O-])c1ccccc1-c1ccc(Cl)cc1,3.9152000000000022,1.5725607830406396
C=C(C)C1CC=C(C)CC1,3.308900000000002,3.1648955145179487
CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,4.518300000000004,3.961837549913935
Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,5.021300000000001,1.793451851889655
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,4.7938000000000045,1.9436965581793118
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,4.490800000000004,4.190027031064592
CCCCC(CC)CCCCCC(C)CCCC(=O)O,6.044300000000006,2.8870277424857953
C#CC(C)(O)CCCC(C)CCCC(C)C,4.003300000000003,3.508438344520611
FC(F)=C(F)OC(F)(F)C(F)(F)F,3.1932,3.3326635713487764
C=C(C)CC(C)(C)C,2.9987000000000013,2.6456621764687647
C=C(C)CC(C)(C)C.c1ccc(Nc2ccccc2)cc1,6.428900000000006,1.8849380501403914
CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C,4.0404000000000035,3.1683143726646232
CCCCCCC(CCCC)C(=O)O,3.847800000000002,2.324825357016355
CCCCC(CC)COC(=O)c1ccc(N)cc1,3.642000000000002,2.39002434306512
CCCCOC(=O)CCC(C)(OOC(C)(C)C)OOC(C)(C)C,4.319500000000004,2.9925959268199875
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,2.7548000000000012,2.041662771926955
COc1ccccc1NC(=O)c1cc2ccccc2cc1[O-].[Na+],0.17830000000000035,2.3118582825892187
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,2.7643000000000013,4.086082477309015
Clc1ccccc1C(Cl)(Cl)Cl,4.1667000000000005,2.1534326970399356
CCCCCCCCCCOC(C)=O,3.6902000000000026,1.6911906448637364
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.4029000000000007,3.0631190798084216
CCCCC(C#N)c1ccccc1,3.4839800000000025,2.417653839639204
FC(F)(F)C(Cl)(Cl)Cl,2.9189,2.7830486018081313
CC(C)CCCCCCCCCCO,4.145600000000004,1.766574076816397
CCOc1ccccc1NC(=O)c1cc2ccccc2cc1O,4.196400000000003,1.7465194932535528
CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,4.010400000000003,1.9835281300462118
CCCCCCOC(=O)c1ccccc1O,3.129300000000002,1.6445853984252548
CCCCCCC(O)CCCCCCCCCCCO,5.211000000000006,2.439673927039541
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,2.5166,2.5906724343258354
CCN(CCCl)c1ccc(C=O)cc1,2.5642000000000005,2.1864072129110728
CCCC(=O)OC(C)(C)Cc1ccccc1,3.3510000000000018,1.9853757480756062
CCC(=O)OCCC(C)C,1.9857,1.9632788341311347
C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C,3.9420000000000033,4.1780938291945535
C=CC(O)CCCCC,2.1136,2.800550308914147
FC(F)=C(F)C(F)(F)F,2.6263,3.3723862489837986
CC[C@]12CC[C@@H]3c4ccc(OC)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,4.302300000000004,3.769618495080591
CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,3.1148000000000016,2.640872449224595
O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N\Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+],-5.0850999999999935,3.440902573343089
CC(F)(F)Cl,1.8379,2.4572114592114396
COC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,1.0796,1.874724299524157
FCF,0.8829,3.1384416540195996
CC(CN/C=C1/C=CC=CC1=O)N/C=C1/C=CC=CC1=O,1.7121,3.602369768274605
O=C(OCCCOCCCOC(=O)c1ccccc1)c1ccccc1,3.497200000000002,1.7939688336476642
CC(C)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,3.0122000000000018,1.7949949562305996
C[Si](C)(C)C,1.9544,2.367859769840063
CC(=O)OCCC(C)CC(C)(C)C,3.0119000000000016,2.7173078558932193
O=C(Cl)c1ccc(C(=O)Cl)cc1,2.4446000000000003,1.9775252152539906
C=C(C)C(=O)OCC1CCCO1,1.2847,2.7629397372223004
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CCC2=O,3.697300000000002,3.961473397137212
C=C(C)C(=O)OCc1ccccc1,2.3059000000000003,1.6433397500088276
CCOC(=O)OCC,1.1794,1.812914923721511
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,3.4342000000000024,3.342899296710849
O=[N+]([O-])c1ccc(Cl)cc1Cl,2.9016,1.7951897262176537
C=C(C)[C@H]1CC=C(C)C(=O)C1,2.4879000000000007,3.3054551313545195
CCCCCCCCP(=O)(O)O,2.5246000000000013,2.244885792177069
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC(O)[C@@H]12,3.058200000000001,4.145551917004732
COc1cc(Cl)c(OC)cc1N,1.9393999999999998,1.8103415614078369
CCCC(=O)OCCC(C)C,2.375800000000001,1.8739027235651342
O=S(=O)(O)CCCNC1CCCCC1,1.1865999999999997,2.104040349005748
CCCCC/C(C=O)=C/c1ccccc1,3.8492000000000033,2.1492891116482813
CCCOCC(C)OCC(C)O,1.1988999999999999,3.2332666640966004
ClCCCBr,2.0102,2.9407053053652863
OC(O)C(Cl)(Cl)Cl,0.6672999999999998,3.091158971139463
O=C(O)c1cc(O)cc(C(=O)O)c1,0.7886,1.8538270803255692
CC(C)OC(=O)CCCCC(=O)OC(C)C,2.45,1.9864363874362425
CCCCCC1(C)CCC(C)(C)C1=O,3.962100000000003,3.187205278233119
OC1CCCCCCCCCCC1,3.652000000000003,2.0110527461208925
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.107600000000001,2.7705321064821913
C=CC(C)CCCC(C)(C)OC(C)=O,3.320500000000002,3.2767105796884195
CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,3.191200000000002,3.010914455772509
C=CC(=O)OC1CC(C)CC(C)(C)C1,2.9304000000000014,3.4487357949297586
O=C(c1ccccc1)C1CCCCC1,3.449600000000002,1.4974212986377307
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,4.682900000000003,3.9942872409982906
Clc1cccc(Cl)c1Cl,3.6468000000000007,1.565501084148634
COC(=O)c1c(C)cc(O)c(C)c1O,1.5012399999999997,2.2329652010767536
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,2.2430000000000003,4.576612609790226
CC1=CCC(O)(C(C)C)CC1,2.5037000000000003,3.66457661676566
COc1ccc(OC)c([N+](=O)[O-])c1,1.6119999999999999,1.6090375522066296
CCCCNC(=O)OCC#CI,1.9086,2.7087849180511956
O=c1nc([N+](=O)[O-])[nH][nH]1,-0.9938000000000002,3.694041468764018
Cc1cc2[nH]c(=O)[nH]c2cc1N,0.74682,2.4161653376316146
CC(C)(C)OOC(C)(C)C,2.531600000000001,2.40303536961183
CCOC(=O)/C=C/c1ccccc1,2.2629,1.5849382947073707
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)[O-])c1.[Na+],0.12772000000000017,2.7460364259005843
